Date,SP500,SPINFO,NASCOMP,NAS100,DJIA,RUS2000,SPINFO/SP500,SPINFO/DJIA,SPINFO/RUS2000,NAS100/NASCOMP,NAS100/SP500,NAS100/DJIA,NAS100/RUS2000
1999-01-21,269.0335809694634,497.3646810999431,315.3285344971585,492.9045250667399,241.34762002832392,171.51350039291813,1.8487085489762571,2.060781378501158,2.8998573287848277,1.5631459609348535,1.8321301128675342,2.0423011629818184,2.873852635142721
1999-01-22,266.86196782848526,487.570697026303,314.5431330936241,493.52009068781405,237.6115016434499,170.8623172041979,1.827052018666329,2.051965892450491,2.853588228255188,1.5690060877625878,1.849345917305849,2.0770042160180027,2.88840803966159
1999-01-25,268.776550247286,495.5472197895591,318.6355206083323,501.79900356273555,239.76470788773275,170.72883674694523,1.8437144882380336,2.066806345918073,2.9025396601516156,1.5748369880567972,1.8669746415788833,2.0928810081494458,2.9391578664974065
1999-01-26,272.7690746335644,517.4676582482483,327.255958495635,518.1406912492148,242.923764760297,172.03121546768676,1.8970906395580578,2.130164822527163,3.0079869914390396,1.5832887921462424,1.8995580490393953,2.1329353748509776,3.011899263982931
1999-01-27,270.7782630764081,510.4099117893397,323.72304758793433,510.140699837076,239.68421134311816,170.32842006178933,1.8849737271758493,2.129509945311609,2.9966221233319748,1.5758553604327608,1.8839795116535063,2.128386750960362,2.9950415770428354
1999-01-28,275.61369508185123,525.8380259251703,333.1638869998436,528.7914793695038,241.79701666677903,171.4811486009393,1.9078806144557074,2.174708493818304,3.0664480044326576,1.5871812642459415,1.9185965313242663,2.1869230921828637,3.083671200500737
1999-01-29,278.721887015495,535.833939872784,337.0033937148352,534.4698345241834,243.81604504244706,172.7956607865855,1.9224681118888785,2.1976976116543034,3.1009687247562057,1.5859479295820975,1.9175739668211653,2.1921027979562835,3.0930743983455136
1999-02-01,277.275607287261,534.4608290557152,337.56825495585383,535.4095305629711,243.4739856106066,172.3345644336051,1.927543624499241,2.1951455212570035,3.1012979364428404,1.5860778455989304,1.9309651353798323,2.19904204229549,3.1068029348764044
1999-02-02,274.8774869856095,524.0306718936911,331.2918401863609,522.2839048759422,241.60918291554972,170.57515030591946,1.9064153912361887,2.1689186874857187,3.0721395874713506,1.5765069993337082,1.9000606801359656,2.1616889663440375,3.0618991332515177
1999-02-03,277.0730297479759,527.4938940325762,335.32502956008113,532.6482264839824,244.02392660567264,171.38811714113595,1.9038081566884433,2.161648250521652,3.077774018593084,1.5884535287532013,1.9224109505298161,2.182770492603,3.1078480548645815
1999-02-04,271.93701510942884,503.8166071220571,324.1171108647714,509.46232014565015,242.4006389858453,168.98155608416428,1.852695952109788,2.0784458705633897,2.9814887423046468,1.5718464192969088,1.8734570574757539,2.1017367044787356,3.014898974488691
1999-02-05,269.9571048242383,493.0936778354153,319.21515675974723,499.6356906603329,242.39387157722726,166.93091411216395,1.826563068812192,2.034266273428924,2.9538787375482567,1.5652003987905143,1.850796595946723,2.0612554575297826,2.9930686794455488
1999-02-08,270.9089453976558,502.38285263155944,323.4244958985259,511.10803038630655,242.05181214538683,166.36870143721077,1.8544343446988538,2.0755178330571904,3.019695701725266,1.5803009260828103,1.8866413939786026,2.1115645689911746,3.0721405286631023
1999-02-09,264.89077856086726,480.119136468603,310.7654840034918,486.26380805394155,237.93351326329403,163.05209348248403,1.812517366882517,2.017871000531605,2.944575112248897,1.5647291384794775,1.8357143676189038,2.0436961627841326,2.982260440011945
1999-02-10,266.5047783465642,486.1772792068005,310.5919937223047,488.4874506811401,239.08707657742636,160.96100251303437,1.824272278430119,2.0334736873548915,3.020466272055125,1.5727625326939008,1.8329406838848814,2.0431361563909016,3.0348186396365366
1999-02-11,273.14588640502376,508.51168469234125,323.5092382179324,513.7387069625471,243.93666265244002,164.27762281106212,1.8616853117762662,2.0846054019229845,3.095440973584012,1.5880186599693527,1.880821687355634,2.1060331865510515,3.127259198006565
1999-02-12,267.9379765484393,488.0755063037989,312.25824245053377,492.1105466296325,241.62923072754606,161.15515029481048,1.8215988363842925,2.019935687558176,3.028606317644419,1.5759729599694712,1.8366584422595507,2.0366349929927217,3.053644551411395
1999-02-16,270.4950958899812,485.25847208757835,311.1797068247363,491.07788699356155,242.20603782599798,160.33003765138827,1.7939640291480483,2.003494530702783,3.0266223297638986,1.578116683778959,1.815477967827181,2.027521243489208,3.062918802909103
1999-02-17,266.6093242035624,467.8917325540046,302.44356497246326,475.2185917379868,239.5601845874304,157.55541170123954,1.754971376007684,1.9531281183465687,2.9696963595337014,1.5712636894134424,1.7824530074392537,1.9837127465751723,3.0161997395500957
1999-02-18,269.49534289685084,472.1627358185325,304.008983145521,478.91707683927456,242.24771081590907,158.1823279601504,1.7520255850924016,1.9490905991567549,2.9849272160002647,1.5753385702093867,1.7770885080659065,1.9769725593123035,3.0276269354179965
1999-02-19,269.91788683362984,476.4135245252507,307.1088578460725,485.3241120151539,243.32418673112156,158.67172750237438,1.7650313216141147,1.9579373958894513,3.002510478863486,1.5802999477742368,1.7980435372713728,1.994557625097284,3.058667852518915
1999-02-22,277.0882915287279,493.55811962704144,314.9640867073825,501.5125677214196,248.86621100296685,160.90438379124615,1.7812305128593657,1.9832267210479508,3.067400079461931,1.5922849267172168,1.8099377817608866,2.0151894694753913,3.1168359488084
1999-02-23,276.8791998147316,502.0698351342573,319.5822968665288,509.6055227308417,248.65102776202178,161.38569847130069,1.8133172714678738,2.019174582357958,3.1109933525091176,1.5945987237950001,1.8405337890019708,2.0494808620641356,3.157687004226494
1999-02-24,273.0086633205966,490.8925405200195,314.6103753524945,499.7839232785019,244.88000379585478,159.8689536417089,1.7980841140691561,2.0046248485411415,3.0705933161993775,1.5885805505255064,1.8306522481728025,2.0409339902458874,3.1262100107228767
